,Día de la semana,Electricidad (kW),Fotovoltaica (kW),Refrigeración (kW),Calefacción (kWh),Energía total (kWh),Emisión (kg CO₂)
2014-11-04,1,641697.7,99220.1,456266.98679,82010.05793000001,1179974.74472,735900.0
2014-11-05,2,654175.85,100200.86,539598.01105,89975.72771,1283749.58876,800580.0
2014-11-06,3,669255.19,97857.2,588321.01674,84337.04167,1341913.24841,836880.0
2014-11-07,4,643988.94,93317.86,571848.3383299999,76942.86034000001,1292780.13867,806220.0
2014-11-08,5,601206.68,90420.43,535622.85146,78677.84066,1215507.37212,758040.0
2014-11-09,6,497146.815,89113.99,378767.39472,66723.47457,942637.68429,650065.0
2014-11-10,0,601413.53,88646.38,559320.8195,93627.39237,1254361.74187,782300.0
2014-11-11,1,565438.61,94177.75,498525.18376,92792.14002,1156755.93378,721410.0
2014-11-12,2,621390.14,92098.75,547173.7697299999,87985.77562,1256549.68535,783630.0
2014-11-13,3,631756.48,80560.94,540706.60462,88132.31112000001,1260595.39574,786160.0
2014-11-14,4,612897.82,35463.16,487253.79665,98779.58055000001,1198931.1972,747720.0
2014-11-15,5,580054.97,83736.31,463338.12631,95857.66268000001,1139250.75899,710470.0
2014-11-16,6,520869.87,97163.29,366765.66739,127935.45591400002,1015570.993304,635300.0
2014-11-17,0,569271.53,94084.69,355182.28721,163585.19849600003,1088039.015706,680890.0
2014-11-18,1,596990.61,85885.78,387732.86078,154974.479445,1139697.950225,711420.0
2014-11-19,2,596229.88,72970.31999999999,368527.82507,143030.37084000002,1107788.07591,693000.0
2014-11-20,3,594477.55,84364.72,375897.06551,147558.31779,1117932.9333,698200.0
2014-11-21,4,581332.78,49780.95,354745.26479,140603.74296,1076681.7877500001,671470.0
2014-11-22,5,549675.2,83670.24,317106.71765999997,126164.13479000001,992946.05245,619250.0
2014-11-23,6,517159.27,86214.79,326077.88126,133004.41193,976241.56319,608870.0
2014-11-24,0,570093.21,83739.92,325576.14604,158445.90544,1054115.26148,660220.0
2014-11-25,1,587587.37,88736.19,319019.43811,162594.32544500002,1069201.133555,669390.0
2014-11-26,2,567775.2,83528.92,341464.51007,146762.63002500002,1056002.340095,662780.0
2014-11-27,3,492221.18,85190.15,345263.36245,121721.17843000001,959205.72088,598210.0
2014-11-28,4,491187.2,84323.68,364248.23396,117829.19555,973264.62951,606970.0
2014-11-29,5,534672.54,82942.19,382759.96346,124185.90554,1041618.409,649600.0
2014-11-30,6,504546.62,71941.09,366484.0612,122064.0715,993094.7527,619350.0
2014-12-01,0,565533.55,53194.95,393262.28818,129113.89440500001,1087909.732585,681720.0
2014-12-02,1,583558.15,19720.06,353789.20351,111958.98342,1049306.33693,654410.0
2014-12-03,2,612469.15,40133.48,461492.79158,90640.99888000001,1164602.94046,726290.0
2014-12-04,3,616041.42,28630.88,473924.08529,90186.73883000002,1180152.24412,736010.0
2014-12-05,4,601002.08,59826.39,437360.36853,88539.67981,1126902.12834,702810.0
2014-12-06,5,557395.32,27702.64,395194.95002,93899.94840000001,1046490.21842,652620.0
2014-12-07,6,525114.73,71754.3,385356.52939,97844.68406000001,1008315.94345,628830.0
2014-12-08,0,574512.25,39166.049999999996,437985.62079,93706.52154000002,1106204.39233,689880.0
2014-12-09,1,597915.57,68991.1,439004.63636999996,90172.08528000001,1127092.29165,702940.0
2014-12-10,2,592734.74,76202.56,444399.78471,89163.92104,1126298.44575,702420.0
2014-12-11,3,592597.98,73880.5,440237.62623,91546.58827000001,1124382.1945,701260.0
2014-12-12,4,572418.8200000001,56011.85,437696.76958,98967.14599,1109082.73557,691670.0
2014-12-13,5,518211.32,58628.18,336708.22478,109280.31448000002,964199.85926,601320.0
2014-12-14,6,463200.08,79889.06,240397.81753,116580.71309,820178.61062,511510.0
2014-12-15,0,514506.94,45371.17,266803.91074,129601.85762000001,910912.70836,568130.0
2014-12-16,1,530202.0,50099.3,269094.18114,110915.65066000001,910211.8318,567660.0
2014-12-17,2,529829.79,32677.45,251669.23981,96783.76704,878282.79685,547750.0
2014-12-18,3,525552.11,45391.31,244000.63233,105549.52065,875102.26298,545780.0
2014-12-19,4,520978.60000000003,78735.59,241583.11687,108524.1913,871085.90817,543250.0
2014-12-20,5,481865.77,72228.05,237746.21055,99872.73538000001,819484.71593,511100.0
2014-12-21,6,460284.77,74585.04,227997.64927,97185.27431000001,785467.69358,489880.0
2014-12-22,0,503283.55,78760.69,251693.12024,100227.35129,855204.02153,533340.0
2014-12-23,1,514027.36,82262.6,262724.08522999997,106610.43767000001,883361.8829,550940.0
2014-12-24,2,506563.83,70037.44,236300.72355,116964.6361,859829.1896500001,536260.0
2014-12-25,3,455084.84,56618.26,208435.49738000002,114851.59419,778371.93157,485460.0
2014-12-26,4,463309.02,74083.88,180201.2324,119968.61385000001,763478.86625,476160.0
2014-12-27,5,462304.79,74395.62,212129.08595,133804.49576000002,808238.37171,504080.0
2014-12-28,6,456433.18,64174.65,192061.9632,128004.62067000002,776499.76387,486560.0
2014-12-29,0,508730.91,85790.48000000001,202380.34881999998,144656.91489000001,855768.17371,537030.0
2014-12-30,1,518177.27,84384.4,206142.51889,143493.42302000002,867813.21191,541230.0
2014-12-31,2,519841.14,10264.66,175325.82632,148191.35115,843358.31747,529380.0
2015-01-01,3,477645.62,47198.01,139018.60437,144712.59838,761376.82275,475470.0
2015-01-02,4,527837.67,83061.77,157512.64336,157922.77370500003,843273.087065,526960.0
2015-01-03,5,484428.24,73962.67,167122.52933,163935.12527000002,815485.8946,509330.0
2015-01-04,6,467620.22,85115.72,190272.65428,145770.58469000002,803663.45897,504460.0
2015-01-05,0,515557.25,80272.85,265398.90441,135064.70106000002,916020.8554700001,572420.0
2015-01-06,1,534432.73,76303.68000000001,308872.96345,114215.63012000002,957521.32357,597160.0
2015-01-07,2,536704.21,69431.92,348512.85943,96558.10237000001,981775.1718,612300.0
2015-01-08,3,527319.26,41107.57,316403.17698,107507.23493,951229.67191,593280.0
2015-01-09,4,524462.04,81725.01,330620.43846,102859.12887000002,957941.60733,597430.0
2015-01-10,5,501804.66000000003,30090.239999999998,280680.55077,94061.13745000001,876546.34822,546690.0
2015-01-11,6,479788.11,66200.03,302477.96718,91238.86372000001,873504.9409,544770.0
2015-01-12,0,549685.85,49952.96,376103.4079,88850.33507,1014639.59297,632790.0
2015-01-13,1,568857.15,45022.12,296249.9229,111586.78325000001,976693.85615,609150.0
2015-01-14,2,576098.135,105846.356,340227.672612,102662.18515800001,1018987.99277,635539.0
2015-01-15,3,577124.655,56978.36699999999,376642.096239,108070.22432100002,1061836.97556,662313.0
2015-01-16,4,568510.525,97353.177,369092.293019,112756.42961100001,1050359.2476299999,655083.0
2015-01-17,5,528236.63,84292.74,326482.68796,120622.16218000001,975341.48014,608280.0
2015-01-18,6,489267.33,85665.2,321368.79411,112175.85596000002,922811.98007,575490.0
2015-01-19,0,486959.63,81468.77,306255.36586,106622.16051,899837.15637,561190.0
2015-01-20,1,572823.89,79423.15,361102.31263,108046.48557,1041972.6882,649840.0
2015-01-21,2,580057.94,85732.84,370279.04488,106460.97146000002,1056797.95634,659110.0
2015-01-22,3,571277.37,100660.79000000001,302622.83241,153032.88407000003,1026933.08648,640450.0
2015-01-23,4,564233.09,79652.05,275340.02144,142529.21943,982102.33087,616380.0
2015-01-24,5,525006.69,100666.79,343537.71123,125334.74386000002,993879.14509,619840.0
2015-01-25,6,497648.57,75155.45,336111.81192,112260.84655000002,946021.22847,589980.0
2015-01-26,0,555987.68,31559.79,364419.86356,117492.16390000001,1037899.7074600001,647300.0
2015-01-27,1,587094.12,65165.14,405053.48789,89618.18109000001,1081765.78898,674650.0
2015-01-28,2,592572.31,82215.16,428845.64119,92578.19819000001,1113996.14938,694760.0
2015-01-29,3,580419.68,22807.47,404316.25435,95614.41375,1080350.3481,673760.0
2015-01-30,4,567799.95,6579.59,333565.25773,106727.66607,1008092.8738,628710.0
2015-01-31,5,504640.29,18470.36,293157.7765,103905.39234,901703.45884,562380.0
2015-02-01,6,482332.14,69966.99,281568.17123,98958.35386,862858.66509,538150.0
2015-02-02,0,552026.19,86546.76,350497.74872,108005.45563000001,1010529.39435,630210.0
2015-02-03,1,577465.28,96582.68000000001,392387.36409,98149.47790000001,1068002.12199,666060.0
2015-02-04,2,584862.58,97869.4,413730.13791,95995.40605,1094588.12396,682630.0
2015-02-05,3,592573.06,101601.23,454617.23243,97492.99886,1144683.29129,713870.0
2015-02-06,4,584755.69,101260.97,483506.85519,89354.41719000001,1157616.96238,721930.0
2015-02-07,5,541889.96,103862.8,431958.74891,89811.60795,1063660.3168600001,663330.0
2015-02-08,6,507333.69,102088.64,417812.9177,89081.86116,1014228.46886,632530.0
2015-02-09,0,568897.7,101830.97,474411.92836,87021.57203000001,1130331.20039,704930.0
2015-02-10,1,600676.73,101646.38,471849.23114,86157.01258000001,1158682.97372,722610.0
2015-02-11,2,593604.53,108792.62,461488.04363,98290.15198000001,1153382.72561,719290.0
2015-02-12,3,597178.35,106723.92,465878.87744999997,93014.87398,1156072.10143,720990.0
2015-02-13,4,582557.4400000001,104477.87,449943.38562,90201.39238,1122702.218,700180.0
2015-02-14,5,549824.56,85366.79,436831.16554,87338.08871000001,1073993.81425,669820.0
2015-02-15,6,515446.09,69027.07,433907.48344,74651.04512000001,1024004.61856,638600.0
2015-02-16,0,573572.95,108542.82,461882.05314,86265.44885,1121720.45199,699560.0
2015-02-17,1,586548.4,115479.03,440510.26407,106164.96975000002,1133223.63382,706730.0
2015-02-18,2,591271.54,106949.53,431638.70191,110224.0031,1133134.24501,706710.0
2015-02-19,3,584808.33,82228.15,433194.5172,101130.00997000001,1119132.85717,697940.0
2015-02-20,4,572115.76,65739.64,423027.18673,98618.39150000001,1093761.3382299999,682140.0
2015-02-21,5,542070.38,91956.25,415759.51725,92997.28972,1050827.18697,655360.0
2015-02-22,6,502706.43,69153.87,363800.73088,94462.64472000001,960969.8056,599320.0
2015-02-23,0,557576.84,53918.22,395423.62536,97604.36584000001,1050604.8312,655220.0
2015-02-24,1,575256.72,116080.97,323668.27905,122471.44019000001,1021396.43924,637020.0
2015-02-25,2,566612.89,119468.76,335351.61237,108720.54887000001,1010685.05124,630330.0
2015-02-26,3,581024.95,124319.06,403992.30348,104342.06813,1089359.32161,679390.0
2015-02-27,4,572595.89,107516.91,393526.73141,105892.41372000001,1072015.03513,668580.0
2015-02-28,5,531558.94,30008.16,355488.40689,90233.63019000001,977280.97708,609480.0
2015-03-01,6,502130.42,64300.96,380866.8327,74023.87318000001,957021.1258800001,596840.0
2015-03-02,0,553226.15,17519.45,305668.83577,114453.01763,973348.0034,607050.0
2015-03-03,1,563535.4,67152.9,277975.45022,107788.58309000001,949299.43331,592050.0
2015-03-04,2,570334.18,124489.65,325259.01815,104702.54546000001,1000295.74361,623860.0
2015-03-05,3,579994.84,136308.46,370594.94182,115188.62584000001,1065778.40766,664700.0
2015-03-06,4,568596.29,136660.43,417406.28216,108415.75503000001,1094418.32719,682570.0
2015-03-07,5,543471.8,133497.19,452211.78028,90623.41462000001,1086306.9949,677470.0
2015-03-08,6,503057.6,125455.72,422795.20541,80427.47453,1006280.27994,627570.0
2015-03-09,0,532209.28,119882.27,465905.81767,89017.38554,1087132.48321,677990.0
2015-03-10,1,556209.08,124269.1,471373.73274,81098.60712000002,1108681.41986,691420.0
2015-03-11,2,563355.67,102833.49,500759.53385999997,78299.77907,1142414.98293,712450.0
2015-03-12,3,573358.63,67130.33,566736.66019,63361.95020000001,1203457.24039,750550.0
2015-03-13,4,567053.44,134527.24,550530.11317,77575.89370000002,1195159.44687,745370.0
2015-03-14,5,538791.29,111651.53,537047.86952,65803.23163000001,1141642.39115,711970.0
2015-03-15,6,525136.8,114425.5,545674.68365,73168.10586000001,1143979.58951,713430.0
2015-03-16,0,614591.1,115231.09,665377.43164,70507.02118000001,1350475.5528199999,842190.0
2015-03-17,1,642375.6,100803.19,636360.98586,64255.816750000005,1342992.40261,837550.0
2015-03-18,2,630986.16,48516.49,587884.80323,75363.20765000001,1294234.17088,807150.0
2015-03-19,3,615031.36,71033.36,483730.39571,79433.96384000001,1178195.71955,734810.0
2015-03-20,4,611754.47,123392.06,540970.76649,70427.89201000001,1223153.1285,762810.0
2015-03-21,5,587542.6,110386.07,538470.24983,71541.56181000001,1197554.41164,746840.0
2015-03-22,6,544557.61,121498.92,528421.05539,70893.87490000001,1143872.54029,713380.0
2015-03-23,0,613040.88,122396.58,594240.16291,73642.88088000001,1280923.92379,798840.0
2015-03-24,1,635118.51,124034.79,583365.7747600001,75750.06137000001,1294234.34613,807150.0
2015-03-25,2,634152.38,124795.97,603524.55053,70213.95018,1307890.88071,815650.0
2015-03-26,3,649870.67,121496.48,653207.27518,68795.48654,1371873.43172,855570.0
2015-03-27,4,641592.76,117135.58,655361.33217,70808.88431000001,1367762.97648,852990.0
2015-03-28,5,608499.8,119855.05,624397.10145,67160.15036,1300057.05181,810780.0
2015-03-29,6,571553.81,104540.07,620498.99933,66700.02889,1258752.83822,785030.0
2015-03-30,0,650972.83,114152.44,754364.17877,62526.697850000004,1467863.70662,915430.0
2015-03-31,1,687004.69,109126.40000000001,750111.56305,60891.361670000006,1498007.61472,934220.0
2015-04-01,2,677722.68,122837.62000000001,707359.47377,61811.60461000001,1446893.75838,902330.0
2015-04-02,3,651670.14,121925.01000000001,639362.78053,70890.94419000001,1361923.86472,849340.0
2015-04-03,4,623456.08,140697.96,609229.12453,76866.66188,1309551.86641,816700.0
2015-04-04,5,578859.24,133079.01,568368.61853,71081.44034,1218309.29887,759790.0
2015-04-05,6,544559.23,134514.87,556197.93452,64027.22137000001,1164784.38589,726420.0
2015-04-06,0,637997.75,141981.28,611972.17351,77021.98951000001,1326991.91302,827580.0
2015-04-07,1,661634.29,142578.83000000002,588981.57968,80292.66187000001,1330908.53155,830030.0
2015-04-08,2,643305.33,150914.96,533425.60571,81532.35220000001,1258263.28791,784730.0
2015-04-09,3,646441.45,147593.94,550493.3253499999,88035.59769000001,1284970.37304,801380.0
2015-04-10,4,617527.48,140971.91999999998,572823.03971,80201.80986000001,1270552.32957,792390.0
2015-04-11,5,574983.91,120488.86,543694.75333,80389.37530000001,1199068.03863,747790.0
2015-04-12,6,551830.54,131772.67,538910.33204,68950.81417,1159691.68621,723230.0
2015-04-13,0,634950.74,142155.25,686210.3108,65011.93993000001,1386172.99073,864490.0
2015-04-14,1,669992.69,136011.59,737120.2926,54156.590090000005,1461269.57269,911310.0
2015-04-15,2,643548.91,148841.33000000002,642030.4602,84463.06220000001,1370042.4324,854370.0
2015-04-16,3,601615.67,154183.3,497094.50333,103709.03477000001,1202419.2081,749890.0
2015-04-17,4,589310.1799999999,153741.48,500510.63577,94585.73454,1184406.55031,738670.0
2015-04-18,5,573198.84,151190.01,540070.1683,71181.08448,1184450.09278,738700.0
2015-04-19,6,559519.63,141833.81,579391.45925,65258.11957,1204169.20882,750940.0
2015-04-20,0,638484.87,144763.46,706899.83704,56342.899750000004,1401727.60679,874170.0
2015-04-21,1,658700.76,143754.55,694245.10832,56574.42584,1409520.29416,879070.0
2015-04-22,2,640106.11,146787.4,650641.65885,62623.41128,1353371.18013,844020.0
2015-04-23,3,632285.9,144805.2,622128.56611,61755.921120000006,1316170.38723,820820.0
2015-04-24,4,606524.66,106842.04,536545.81777,61820.396740000004,1204890.87451,751430.0
2015-04-25,5,571290.54,118916.51,541833.38108,70571.49680000001,1183695.41788,738210.0
2015-04-26,6,519532.165,90989.935,439835.123165,72558.51818000001,1031925.806345,643545.0
2015-04-27,0,599187.25,158117.63999999998,545308.31776,68854.10074000001,1213349.6685,756710.0
2015-04-28,1,660162.88,146427.31,696480.58386,44444.217150000004,1401087.68101,873770.0
2015-04-29,2,675812.09,146352.38,756838.14208,46460.54563,1479110.77771,922450.0
2015-04-30,3,679466.57,133253.36,790602.88956,45426.005000000005,1515495.46456,945130.0
2015-05-01,4,652358.69,125922.71,786365.18592,43069.71416,1481793.59008,924100.0
2015-05-02,5,619642.855,175959.455,769249.758175,45348.341185,1434240.9543599999,894450.0
2015-05-03,6,610292.86,140917.45,740201.50113,41408.00159000001,1391902.3627199999,868040.0
2015-05-04,0,648610.62,120085.53,720981.3423199999,41255.60467,1410847.56699,879860.0
2015-05-05,1,655492.78,132995.12,674015.1133,43225.04179,1372732.93509,856090.0
2015-05-06,2,646997.55,139005.86000000002,693457.37066,41366.97165,1381821.89231,861730.0
2015-05-07,3,629884.7,138400.56,624356.44493,46721.378820000005,1300962.52375,811340.0
2015-05-08,4,581197.11,116479.62,486611.10007,71204.53016000001,1139012.74023,710330.0
2015-05-09,5,532519.92,163678.05,435301.37605,61761.78254,1029583.07859,642110.0
2015-05-10,6,495565.98,142666.3,482246.67892,50560.60892,1028373.26784,641340.0
2015-05-11,0,513392.69,114498.91,657895.96373,39923.596975,1211212.250705,755365.0
2015-05-12,1,562329.31,89576.23,688304.05124,42140.679090000005,1292774.04033,806220.0
2015-05-13,2,570926.78,121518.69,681590.20375,45232.578140000005,1297749.56189,809310.0
2015-05-14,3,555417.3,102276.27,640624.5394499999,40432.07516,1236473.91461,771110.0
2015-05-15,4,479850.70999999996,85052.46,469147.36623,50543.02466,999541.10089,623370.0
2015-05-16,5,410483.87,115072.33,398066.29916,44036.84846,852587.01762,531710.0
2015-05-17,6,411095.41,154776.69,494845.90938,40089.18209,946030.50147,589980.0
2015-05-18,0,472049.73,134028.85,620667.53397,39919.20091000001,1132636.46488,706370.0
2015-05-19,1,474266.04,138552.98,605404.00016,38808.461820000004,1118478.50198,697490.0
2015-05-20,2,475565.07,117650.66,649441.62328,38547.62863000001,1163554.32191,725640.0
2015-05-21,3,475450.4,134007.49,652574.25035,45411.35145,1173436.0018,731800.0
2015-05-22,4,459958.67,150503.505,554321.50951,49980.32834000001,1064260.50785,663710.0
2015-05-23,5,411761.67,154192.08000000002,495335.19442,47357.34289000001,954454.20731,595220.0
2015-05-24,6,407579.39,137641.06,509689.40788,39426.84163,956695.63951,596630.0
2015-05-25,0,419712.75,151708.47,559984.7939299999,35127.490060000004,1014825.03399,632870.0
2015-05-26,1,479598.88,126078.25,730555.35489,34614.61581,1244768.8507,776270.0
2015-05-27,2,483119.56,114919.58,755173.0184299999,35332.639760000005,1273625.21819,794250.0
2015-05-28,3,480211.4,139649.32,771860.30418,35690.18638,1287761.89056,803070.0
2015-05-29,4,483101.4,140490.13999999998,834809.92657,35795.691940000004,1353707.01851,844230.0
2015-05-30,5,440558.59,133447.22,804108.83779,34626.338650000005,1279293.76644,797810.0
2015-05-31,6,440046.11,146814.92,837682.68251,32507.435320000004,1310236.22783,817100.0
2015-06-01,0,500177.97000000003,149528.31,958545.75914,34254.13848,1492977.86762,931020.0
2015-06-02,1,500193.98,149724.99,929887.34396,37035.38227,1467116.70623,914910.0
2015-06-03,2,497074.49,146295.01,881100.50472,38421.608100000005,1416596.60282,883390.0
2015-06-04,3,488005.37,94483.70999999999,805109.42429,40733.938290000006,1333848.73258,831800.0
2015-06-05,4,557487.74,78746.79,901166.46686,33955.206060000004,1492609.41292,930830.0
2015-06-06,5,583874.76,131942.75,763390.1724,35174.381420000005,1382439.31382,862140.0
