,Día de la semana,Electricidad (kW),Fotovoltaica (kW),Refrigeración (kW),Calefacción (kWh),Energía total (kWh),Temperatura (°C),Punto de rocío (°C),Humedad (%),Velocidad del viento (m/s),Presión (hPa),Ráfaga de viento (m/s)
2017-09-16,5,726356.51,105050.57,888779.48735,35907.05892,1651043.05627,30.0,7.986111111111111,25.666666666666668,2.68224,969.3400275416666,8.04672
2017-09-17,6,702526.15,109922.77,874592.05003,36197.199210000006,1613315.39924,30.879629629629633,6.25,22.208333333333332,2.6636133333333336,970.1301852083334,9.38784
2017-09-18,0,761179.18,106814.73,961064.88073,37498.43445,1759742.49518,30.347222222222225,3.935185185185185,20.875,3.0734,970.7228034583333,8.9408
2017-09-19,1,787943.91,109852.75,963035.98338,36803.85618,1787783.74956,29.837962962962962,5.231481481481482,22.708333333333332,3.8184666666666662,968.6768595,10.28192
2017-09-20,2,784055.7,109373.16,969988.74068,37164.333510000004,1791208.77419,29.791666666666668,5.625,23.083333333333332,3.762586666666667,968.1124611666665,10.72896
2017-09-21,3,771798.66,110843.45,921243.61306,37844.25823000001,1730886.53129,29.583333333333332,3.2870370370370368,19.5,4.4704,966.2922765416666,12.51712
2017-09-22,4,734895.83,105622.86,856922.7827099999,39447.35660000001,1631265.96931,27.10648148148148,5.99537037037037,27.875,3.68808,965.5021188750001,10.72896
2017-09-23,5,650481.29,105769.0,662863.83174,44280.09739,1357625.21913,24.675925925925924,-2.4074074074074074,17.291666666666668,2.7194933333333338,965.9536375416666,11.176
2017-09-24,6,614564.54,107085.36,616041.79972,46144.02895,1276750.36867,23.680555555555557,-3.7268518518518516,18.0,2.2724533333333334,967.9995814999999,7.59968
2017-09-25,0,677410.74,107370.38,697604.30053,50891.77915,1425906.81968,24.39814814814815,-5.810185185185186,14.5,1.8999199999999998,967.5762827499999,0.0
2017-09-26,1,700942.38,78857.5,708044.86673,48717.192330000005,1457704.43906,24.675925925925924,-3.8657407407407405,16.333333333333332,2.57048,967.618612625,0.0
2017-09-27,2,714285.56,98072.79,769402.1322,44221.48319,1527909.17539,26.50462962962963,-2.4652777777777777,15.854166666666666,1.98374,969.7915462083333,7.15264
2017-09-28,3,733266.84,98511.16,813326.96513,40748.59184,1587342.3969700001,27.24537037037037,3.3564814814814814,22.416666666666668,1.695026666666667,970.9062329166667,0.0
2017-09-29,4,739549.8,97351.05,855706.35792,38257.48834,1633513.64626,28.61111111111111,5.1157407407407405,23.583333333333332,2.0489333333333333,969.9608657083332,0.0
2017-09-30,5,689468.57,100654.87,799791.68512,38409.88526,1527670.14038,29.14351851851852,3.5185185185185186,21.291666666666668,2.3842133333333333,968.9167287916666,0.0
2017-10-01,6,649558.15,99593.61,754163.85045,40801.34462,1444523.34507,28.541666666666668,2.430555555555556,20.166666666666668,3.0547733333333333,965.7843180416667,8.04672
2017-10-02,0,717844.53,100354.18,835009.48115,39526.48577000001,1592380.49692,27.44212962962963,4.537037037037037,23.5625,2.8405666666666662,964.3380473125,8.9408
2017-10-03,1,736381.33,99155.06,837058.52052,40004.1915,1613444.04202,27.974537037037038,4.62962962962963,25.166666666666668,3.2037866666666663,968.2676707083333,9.38784
2017-10-04,2,751418.54,82172.54,897596.7822,38494.875850000004,1687510.19805,29.212962962962962,5.856481481481482,23.333333333333332,2.0489333333333333,971.4141914166667,0.0
2017-10-05,3,764404.75,91179.88,929297.85959,36780.4105,1730483.02009,30.185185185185187,4.097222222222222,20.125,2.3655866666666667,969.8056561666666,10.28192
2017-10-06,4,730772.83,95509.23999999999,856697.62437,42844.049490000005,1630314.50386,28.333333333333332,-2.1296296296296293,15.916666666666666,2.4773466666666666,970.3418345833334,8.04672
2017-10-07,5,662718.04,99978.09,749715.75987,46612.94255,1459046.74242,27.24537037037037,-5.3240740740740735,12.958333333333334,1.2666133333333334,968.1830109583333,0.0
2017-10-08,6,611492.13,96620.29,681780.19209,46267.11877000001,1339539.44086,26.458333333333332,-3.9814814814814814,14.625,2.9430133333333335,964.8107309166667,0.0
2017-10-09,0,659393.73,92076.89,725825.93948,45557.88695,1430777.55643,25.25462962962963,-3.217592592592593,16.791666666666668,2.9616399999999996,969.7915462083333,12.51712
2017-10-10,1,689604.86,92425.06999999999,734215.88366,47026.172660000004,1470846.91632,25.64814814814815,-3.9814814814814814,14.625,2.57048,973.2767059166666,0.0
2017-10-11,2,742014.93,89832.72,840202.22614,39631.991330000004,1621849.14747,28.333333333333332,3.3796296296296298,21.166666666666668,2.45872,969.9467557500001,0.0
2017-10-12,3,734973.71,89883.88,803519.77546,42439.61151,1580933.09697,26.990740740740737,1.5509259259259258,21.625,2.40284,970.7651333333333,0.0
2017-10-13,4,713092.72,91306.42,792369.23247,43063.85274,1548525.80521,27.314814814814813,1.5740740740740742,19.875,2.0303066666666667,972.3313387083334,0.0
2017-10-14,5,683153.16,92725.12,720426.28938,40953.74154,1444533.19092,26.689814814814813,3.1712962962962963,23.5,1.9185466666666666,973.8128843333334,0.0
2017-10-15,6,652142.94,97301.46,721508.92749,46100.068300000006,1419751.93579,27.071759259259263,-3.9814814814814814,15.666666666666666,1.5925799999999999,976.9029652083333,0.0
2017-10-16,0,735288.77,93851.18,886582.34711,41334.73384,1663205.8509499999,28.865740740740737,1.3194444444444444,17.791666666666668,2.45872,976.4937764166666,7.59968
2017-10-17,1,777321.1,80331.95999999999,922108.61921,36252.8827,1735682.60191,29.328703703703706,7.5694444444444455,26.25,1.3038666666666667,973.883434125,0.0
2017-10-18,2,766189.5,74397.45,886152.07733,38456.776620000004,1690798.35395,28.912037037037038,6.319444444444444,26.875,1.9930533333333333,971.63995075,0.0
2017-10-19,3,756637.23,78689.94,876331.48789,38837.76892,1671806.48681,29.027777777777775,4.814814814814815,22.375,2.924386666666667,968.0983512083334,0.0
2017-10-20,4,716788.15,86746.66,774157.15137,41085.623490000005,1532030.92486,25.694444444444443,6.481481481481482,29.916666666666668,4.24688,967.5198429166667,12.51712
2017-10-21,5,655220.1900000001,84880.77,650756.34822,42542.18636,1348518.72458,23.61111111111111,6.7592592592592595,35.291666666666664,2.2165733333333333,973.2343760416667,0.0
2017-10-22,6,622826.98,90516.55,641418.39669,47489.22484,1311734.60153,24.537037037037038,-1.9907407407407407,19.208333333333332,1.5273866666666667,978.75136975,0.0
2017-10-23,0,700860.84,94614.37,779804.22242,46407.792850000005,1527072.85527,26.365740740740744,-0.7754629629629629,18.75,1.6764000000000001,977.5449683124999,0.0
2017-10-24,1,754550.3200000001,101734.2,880388.94528,44007.54136,1678946.80664,28.935185185185187,-0.5555555555555555,16.625,3.371426666666667,976.5219963333334,11.176
2017-10-25,2,750014.77,99821.35,858437.94148,42436.6808,1650889.39228,28.35648148148148,1.5972222222222223,18.416666666666668,3.1851599999999998,973.587125,8.04672
2017-10-26,3,730515.33,98889.14,797287.65146,45115.349740000005,1572918.3312000001,25.925925925925924,1.5740740740740742,22.5,2.40284,970.4547142499999,0.0
2017-10-27,4,703901.04,96455.51000000001,733205.97711,47114.093960000006,1484221.11107,25.324074074074073,-0.39351851851851843,20.583333333333332,1.6764000000000001,970.835683125,0.0
2017-10-28,5,657699.35,95594.06,666725.21638,47565.4233,1371989.98968,25.324074074074073,-0.5208333333333334,20.25,2.421466666666667,970.4194393541667,0.0
2017-10-29,6,632325.65,93995.75,665234.25457,46938.25136,1344498.15593,25.520833333333332,0.2662037037037037,20.291666666666668,1.9744266666666668,969.8409310624999,0.0
2017-10-30,0,674730.2,59457.86,675343.97658,47371.99644,1397446.17302,23.159722222222225,3.3680555555555554,28.354166666666668,2.6170466666666665,967.9290317083332,0.0
2017-10-31,1,692943.83,64122.95,660644.07719,45009.84418,1398597.75137,22.36111111111111,8.819444444444445,42.583333333333336,2.3097066666666666,970.3841644583332,8.9408
2017-11-01,2,690494.95,89643.32,658304.95566,46568.981900000006,1395368.88756,22.824074074074073,8.518518518518519,41.333333333333336,2.8685066666666668,971.4706312499999,0.0
2017-11-02,3,706309.28,79672.67,702066.8108099999,45880.26505,1454256.35586,22.52314814814815,11.828703703703704,51.458333333333336,2.17932,974.3631727083333,0.0
2017-11-03,4,679132.99,70071.0,675115.05505,47591.79969,1401839.84474,22.222222222222225,11.041666666666666,50.291666666666664,2.45872,975.6895087916668,0.0
2017-11-04,5,635354.97,46584.33,615714.78906,43444.84504,1294514.6041,23.078703703703706,11.087962962962962,47.291666666666664,2.3469599999999997,972.7264175416667,0.0
2017-11-05,6,605962.21,68262.54,609131.87948,47629.89892000001,1262723.9884,22.12962962962963,10.393518518518517,48.958333333333336,1.9930533333333333,974.264403,0.0
2017-11-06,0,639299.91,84189.9,601294.49117,47670.92886,1288265.33003,21.48148148148148,7.592592592592593,42.958333333333336,2.1048133333333334,975.8164984166666,0.0
2017-11-07,1,671589.52,40122.33,625667.65287,45390.836480000005,1342648.00935,22.685185185185187,7.731481481481482,38.75,1.7509066666666666,975.999927875,0.0
2017-11-08,2,687668.01,82437.72,683586.31227,44567.306970000005,1415821.62924,23.078703703703706,10.11574074074074,44.875,1.8812933333333335,975.3649797500001,0.0
2017-11-09,3,689143.51,85879.48,669561.36035,43928.41219,1402633.28254,23.703703703703706,8.993055555555555,40.229166666666664,1.4621933333333335,973.248486,0.0
2017-11-10,4,542017.38,82865.71,529982.42754,43855.144440000004,1115854.95198,22.430555555555554,6.9907407407407405,39.083333333333336,1.56464,972.0914694166667,0.0
2017-11-11,5,508168.87,84806.56999999999,537502.65279,48154.49601,1093826.0188,22.222222222222225,4.155092592592593,33.541666666666664,1.9371733333333332,973.290815875,0.0
2017-11-12,6,475250.25,71683.58,517365.33071999997,50346.66709,1042962.24781,21.828703703703706,1.087962962962963,27.291666666666668,1.2666133333333334,975.2944299583332,0.0
2017-11-13,0,541106.83,69425.14,616275.4692,47662.136730000006,1205044.4359300002,23.449074074074073,1.9675925925925926,26.083333333333332,1.9185466666666666,976.1551374166667,0.0
2017-11-14,1,549820.74,76726.44,576391.07138,50311.49857,1176523.30995,22.222222222222218,0.13888888888888887,24.958333333333332,1.7136533333333333,974.85702125,0.0
2017-11-15,2,544046.63,70759.78,548289.81934,53368.229100000004,1145704.6784400002,21.48148148148148,-0.625,24.666666666666668,1.6391466666666668,973.9539839166667,0.0
2017-11-16,3,534916.765,70240.3,561291.42977,52972.58325,1149180.77802,22.071759259259256,-0.1851851851851852,24.583333333333332,2.12344,973.4248604791666,0.0
2017-11-17,4,571568.41,35395.590000000004,537123.55536,53922.133290000005,1162614.09865,21.203703703703706,1.9444444444444444,28.583333333333332,2.5891066666666664,973.7846644166666,0.0
2017-11-18,5,597388.79,83702.49,471711.54059,55463.68675000001,1124564.01734,19.421296296296298,2.4768518518518516,36.041666666666664,1.84404,977.5096934166667,0.0
2017-11-19,6,566102.61,83038.1,455098.99109,60656.904870000006,1081858.50596,18.958333333333332,-4.8842592592592595,21.375,1.8254133333333333,975.4778594166665,0.0
2017-11-20,0,619028.04,63928.89,481254.39254,63429.356530000005,1163711.78907,18.63425925925926,-3.1481481481481484,24.291666666666668,1.3224933333333333,975.19566025,0.0
2017-11-21,1,629639.42,67728.31,471592.17361,57371.578960000006,1158603.17257,18.84259259259259,-1.1342592592592593,28.0,1.73228,977.3121540000001,0.0
2017-11-22,2,619162.52,77315.4,527801.43033,55158.89291,1202122.84324,22.060185185185187,-0.5555555555555555,25.541666666666668,2.1420666666666666,978.3139610416666,0.0
2017-11-23,3,547559.83,74566.73,475623.2535,51644.971620000004,1074828.05512,22.36111111111111,2.2337962962962963,27.875,1.0989733333333334,975.8799932291666,0.0
2017-11-24,4,535845.55,74024.05,453799.70578,52034.75605,1041680.01183,21.48148148148148,2.5578703703703707,31.104166666666668,2.188633333333333,972.613537875,0.0
2017-11-25,5,581755.7,77105.68000000001,498707.54021,52509.531070000005,1132972.77128,21.712962962962962,2.9629629629629632,31.208333333333332,1.89992,975.7882785,0.0
2017-11-26,6,561869.08,77290.12000000001,491146.2364,53426.8433,1106442.1597,21.62037037037037,1.4351851851851851,29.625,1.5832666666666668,975.9152681249999,0.0
2017-11-27,0,615405.81,54696.2,506435.54982,56820.605480000006,1178661.9653,20.150462962962962,1.3078703703703705,30.104166666666668,3.539066666666667,970.79335325,9.38784
2017-11-28,1,625493.98,67177.92,440127.79032,60120.58494000001,1125742.35526,17.762345679012345,0.34722222222222215,32.05555555555556,1.8564577777777778,974.2832162777777,0.0
2017-11-29,2,626755.3,40124.73,459551.09105,56351.691880000006,1142658.08293,19.25154320987654,1.5972222222222223,32.27777777777778,1.9061288888888888,976.3338635555556,0.0
2017-11-30,3,629252.23,18845.34,487889.03719,53201.17863,1170342.44582,20.324074074074073,2.638888888888889,31.708333333333332,1.5087599999999999,976.3103469583333,0.0
2017-12-01,4,607378.21,35035.76,469061.37558,53825.41986,1130265.00544,19.60648148148148,4.375,38.041666666666664,1.73228,974.3913926250001,0.0
2017-12-02,5,582743.06,60382.76,481133.02087,51826.67564,1115702.75651,21.05324074074074,4.282407407407407,35.229166666666664,1.7788466666666667,974.4831073541667,0.0
2017-12-03,6,553903.27,57812.06,449429.44641000003,52116.815930000004,1055449.53234,20.185185185185187,4.930555555555555,38.041666666666664,2.3655866666666667,972.5429880833334,0.0
2017-12-04,0,610463.27,59417.13,402782.98303,61814.53532,1075060.78835,16.73611111111111,0.8564814814814814,38.375,2.9430133333333335,972.3031187916666,0.0
2017-12-05,1,597570.49,15826.89,318683.77563,72045.64393,988299.9095600001,13.75,-5.717592592592593,27.666666666666668,2.17932,976.9170751666667,0.0
2017-12-06,2,613264.33,71710.1,401458.8677,68109.7004,1082832.8981,16.319444444444443,0.06944444444444432,42.625,1.1548533333333333,978.5961602083333,0.0
2017-12-07,3,597133.14,77198.19,338995.71675,78663.18711000001,1014792.04386,15.069444444444445,-16.203703703703706,10.916666666666666,3.68808,984.381243125,9.38784
2017-12-08,4,573149.33,73955.27,296821.61125,75706.10072,945677.04197,12.210648148148147,-8.18287037037037,25.1875,1.4156266666666666,985.52414975,0.0
2017-12-09,5,527376.41,71710.4,323648.47834,71040.41040000001,922065.29874,15.11574074074074,-7.361111111111111,24.333333333333332,3.3528000000000002,983.957944375,0.0
2017-12-10,6,520640.98,51479.23,364185.03347,65472.061400000006,950298.07487,20.0,-11.111111111111112,11.875,5.848773333333334,982.0531,0.0
2017-12-11,0,593753.23,48847.44,391245.35902,67060.50622000001,1052059.09524,17.939814814814813,-9.652777777777777,16.166666666666668,1.7136533333333333,981.7709008333333,0.0
2017-12-12,1,591064.48,47124.64,361622.75829,74653.97583000001,1027341.21412,16.27314814814815,-10.856481481481481,16.916666666666668,2.40284,980.486894625,0.0
2017-12-13,2,591220.33,70507.48,374815.06046,70826.46857000001,1036861.85903,16.99074074074074,-9.768518518518519,17.375,2.2352000000000003,974.8852411666667,0.0
2017-12-14,3,582332.18,64246.25,325563.37933,75413.02972,983308.58905,15.277777777777779,-6.805555555555556,23.083333333333332,2.8126266666666666,974.0386436666666,10.28192
2017-12-15,4,566852.01,71201.90000000001,354780.11826,70627.18029,992259.30855,16.75925925925926,-7.638888888888889,19.375,2.3469599999999997,978.709039875,0.0
2017-12-16,5,496849.34,33881.89,261533.54556,74771.20423,833154.08979,13.495370370370368,-5.555555555555556,27.25,2.794,968.6909694583333,0.0
2017-12-17,6,492780.52,35379.8,248584.26809,71298.31288,812663.10097,13.287037037037038,5.231481481481482,61.583333333333336,3.74396,971.766940375,0.0
2017-12-18,0,571235.42,73294.35,278401.81613,74522.09388,924159.33001,13.402777777777779,5.462962962962963,62.0,1.1548533333333333,978.0740917500001,0.0
2017-12-19,1,565701.48,70725.86,257710.17969,77253.51560000001,900665.17529,12.523148148148147,5.0,62.958333333333336,2.01168,980.9384132916666,0.0
2017-12-20,2,563848.1799999999,69284.41,271440.44218,77502.62595,912791.24813,13.217592592592593,3.032407407407407,52.25,2.756746666666667,976.7477556666666,0.0
2017-12-21,3,557668.77,75373.86,229339.56062,90028.48049,877036.81111,10.925925925925926,-5.208333333333333,35.333333333333336,5.345853333333333,974.222073125,12.51712
2017-12-22,4,555470.1,70716.14,199259.08166,95110.33163000002,849839.51329,8.425925925925926,-6.782407407407407,35.25,1.5460133333333335,983.0407970833334,0.0
2017-12-23,5,497357.47,43989.48,201552.5877,93744.62077000001,792654.67847,9.444444444444445,-3.7962962962962963,42.0,1.4528800000000002,982.2224195,0.0
2017-12-24,6,495950.59,71473.5,236088.36709,86875.03653000001,818913.9936200001,12.245370370370372,-2.569444444444444,39.958333333333336,1.6764000000000001,980.2188054166667,0.0
2017-12-25,0,506414.44,47402.829999999994,219012.3825,85655.86117,811082.68367,12.129629629629628,-2.1296296296296298,39.791666666666664,1.62052,978.0599817916667,0.0
2017-12-26,1,507369.04,61225.25,234445.43571,85002.31284000001,826816.7885499999,12.777777777777779,-3.125,37.0,1.7136533333333333,978.5679402916667,0.0
2017-12-27,2,553146.4400000001,62229.59,280711.25418,79392.9339,913250.6280799999,14.027777777777779,-3.3333333333333335,33.458333333333336,1.5832666666666668,979.682627,0.0
2017-12-28,3,526802.2,72146.32,254545.44241,69718.66019000001,851066.3026,14.49074074074074,-3.402777777777778,32.708333333333336,1.8254133333333333,979.5274174583333,0.0
2017-12-29,4,540747.57,73646.39,305645.5884,75040.82955000001,921433.98795,15.462962962962962,-5.046296296296297,28.125,1.5087599999999999,979.2452182916667,0.0
2017-12-30,5,503028.07,73021.41,292686.4985,74648.11441000001,870362.68291,15.300925925925926,-5.555555555555556,26.395833333333332,1.9558,977.4320886458332,0.0
2017-12-31,6,482278.15,41557.01,251315.78131,97973.63530000001,831567.56661,13.310185185185185,-4.5717592592592595,31.5625,2.0396199999999998,977.1922193541667,0.0
2018-01-01,0,506469.76,64997.26,256365.45474,108711.75674000001,871546.97148,14.25925925925926,-6.157407407407407,27.291666666666668,1.3597466666666669,979.3580979583334,0.0
2018-01-02,1,552186.38,57655.8,312976.70456,107158.48044000001,972321.565,15.625,-5.578703703703703,25.479166666666668,2.0303066666666667,978.9277442291667,0.0
2018-01-03,2,574436.66,49949.11,400487.1206,83510.58145000001,1058434.3620499999,16.64351851851852,-7.638888888888889,21.541666666666668,2.3842133333333333,977.9753220416666,0.0
2018-01-04,3,578616.59,68599.22,455953.97379,65946.83642,1100517.40021,19.050925925925927,-4.155092592592593,21.458333333333332,1.62052,978.0105969374999,0.0
2018-01-05,4,590163.42,69812.05,402997.83655999997,66632.62256,1059793.87912,17.175925925925927,0.3240740740740741,34.083333333333336,1.89992,980.1764755416666,0.0
2018-01-06,5,533309.15,44924.89,379084.10057,65425.170040000005,977818.42061,16.99074074074074,-0.1388888888888889,32.791666666666664,1.9185466666666668,978.2151913333333,0.0
2018-01-07,6,532914.34,54203.63,399300.90684,66436.26499000001,998651.51183,17.87037037037037,1.7939814814814816,35.229166666666664,1.5367,976.1480824375,0.0
2018-01-08,0,619604.15,33959.86,437772.13889,66509.53274000001,1123885.82163,17.800925925925927,1.6435185185185184,35.666666666666664,1.7788466666666667,975.4355295416667,0.0
2018-01-09,1,633177.32,46206.07,481882.07153,61632.831300000005,1176692.2228299999,18.958333333333332,5.208333333333333,42.958333333333336,5.215466666666667,969.6927765,14.75232
2018-01-10,2,607862.02,45423.92,358854.6331,74108.86377000001,1040825.51687,13.819444444444445,9.675925925925926,77.75,2.5891066666666664,973.4460254166667,0.0
2018-01-11,3,603088.5,70944.0,368059.6772,66957.93137,1038106.10857,14.444444444444445,8.391203703703704,70.0625,1.1641666666666668,980.9243033333333,0.0
2018-01-12,4,592060.53,69728.26,379523.12768,68320.71152000001,1039904.3692,15.219907407407407,6.631944444444444,60.333333333333336,1.6298333333333332,980.5433344583333,0.0
2018-01-13,5,546648.95,73443.63,408001.26144,68382.25643000001,1023032.46787,16.64351851851852,1.6435185185185184,46.416666666666664,1.9930533333333333,980.7690937916667,8.9408
2018-01-14,6,521444.84,67898.81,410298.70652,66705.89031,998449.43683,17.037037037037038,0.023148148148148157,36.541666666666664,1.8067866666666665,979.7813967083333,0.0
2018-01-15,0,545010.46,61167.14,367516.26553,66870.01007,979396.7356,16.38888888888889,0.9722222222222222,37.666666666666664,1.3597466666666669,977.5096934166667,0.0
2018-01-16,1,630744.28,55348.47,426010.58749,67039.99125,1123794.85874,16.89814814814815,0.1851851851851852,35.208333333333336,2.5146,978.9912390416666,0.0
2018-01-17,2,614560.26,74884.71,411881.28618,72546.79534000001,1098988.34152,15.995370370370372,-3.5416666666666665,27.166666666666668,3.1106533333333335,981.037183,0.0
2018-01-18,3,613747.44,71838.88,416108.29813999997,71444.84838000001,1101300.58652,15.601851851851853,-1.8055555555555556,32.583333333333336,1.6018933333333332,979.1041187083333,0.0
2018-01-19,4,630397.77,77222.01,425455.46421,69566.26327000001,1125419.49748,16.805555555555554,-1.4351851851851851,30.708333333333332,2.1420666666666666,973.8693241666666,0.0
2018-01-20,5,530651.375,14123.08,310473.47981,72860.38131000001,913985.23612,13.726851851851853,0.46296296296296297,40.958333333333336,4.433146666666667,971.4424113333333,14.75232
2018-01-21,6,519501.58,79824.21,273838.57897,87511.00060000001,880851.15957,9.791666666666666,-4.490740740740741,39.5,3.371426666666667,980.3034651666667,8.04672
2018-01-22,0,603606.46,66787.55,294299.00783,92540.09896,990445.56679,9.86111111111111,-5.5092592592592595,36.416666666666664,2.086186666666667,981.8696705416668,0.0
2018-01-23,1,616903.14,80212.23,368068.75106,87121.21617000001,1072093.10723,12.754629629629628,-7.916666666666667,27.166666666666668,1.9185466666666666,979.724956875,0.0
2018-01-24,2,622211.91,84776.73,446549.93783,82443.80301,1151205.65084,16.15740740740741,-11.481481481481481,15.541666666666666,3.5018133333333332,979.8237265833333,0.0
2018-01-25,3,618286.28,76896.28,485007.10188,77379.53613000001,1180672.9180100001,16.412037037037035,-10.081018518518517,16.895833333333332,2.998893333333333,974.8640762291666,0.0
2018-01-26,4,592546.9,73736.11,382210.3267,76960.4446,1051717.6713,14.421296296296296,-3.0555555555555554,30.625,1.4715066666666667,977.7213427916666,0.0
2018-01-27,5,560929.51,73885.59999999999,369906.27805,77092.32655000001,1007928.1146,14.375,-6.412037037037037,27.708333333333332,1.5832666666666668,980.6421041666666,0.0
2018-01-28,6,538632.33,77681.72,474815.85581,71975.30689,1085423.4927,18.21759259259259,-11.13425925925926,14.916666666666666,2.8685066666666668,980.95252325,9.83488
2018-01-29,0,626315.22,75026.23,569020.17795,68619.64394000001,1263955.04189,20.48611111111111,-8.356481481481481,15.208333333333334,4.451773333333334,981.037183,11.176
2018-01-30,1,630490.1,63357.21,522665.83659,67327.20083,1220483.13742,18.84259259259259,-6.064814814814814,19.791666666666668,1.89992,977.4955834583334,0.0
2018-01-31,2,625372.14,75289.24,501663.43803,67022.40699,1194057.98502,18.21759259259259,-4.814814814814815,22.416666666666668,2.01168,974.3208428333334,0.0
2018-02-01,3,621126.84,72559.94,513976.91224000003,71858.07849,1206961.83073,17.685185185185187,-4.398148148148148,24.625,2.0303066666666667,976.3103469583333,0.0
2018-02-02,4,615069.5700000001,68280.73,494870.14151,69240.95446000001,1179180.66597,17.89351851851852,-4.652777777777778,23.416666666666668,2.06756,978.8219195416667,0.0
2018-02-03,5,573334.8099999999,75454.81,473648.03596,68930.29920000001,1115913.14516,17.662037037037038,-3.7731481481481484,24.875,2.0303066666666667,976.4091166666667,0.0
2018-02-04,6,544792.33,73288.38,460329.40315,66043.54985000001,1071165.283,18.564814814814813,-1.6203703703703702,27.625,2.29108,975.7177287083333,0.0
2018-02-05,0,606625.16,74426.14,519768.67267,65530.67560000001,1191924.50827,18.72685185185185,-0.6481481481481483,29.166666666666668,2.3283333333333336,973.3613656666666,0.0
2018-02-06,1,626474.33,74312.77,527777.62024,64276.33172,1218528.28196,18.819444444444446,-1.6666666666666667,27.75,3.5576933333333334,973.4742453333333,10.28192
2018-02-07,2,630651.72,94351.36,543553.4051,68889.26926,1243094.39436,18.37962962962963,-7.777777777777778,17.958333333333332,1.8626666666666667,980.9384132916666,0.0
2018-02-08,3,647688.4,99895.27,596768.32319,68537.58406000001,1312994.30725,19.28240740740741,-7.106481481481481,19.166666666666668,1.34112,977.777782625,0.0
2018-02-09,4,632815.8,101484.3,574468.29231,66497.80990000001,1273781.90221,19.46759259259259,-6.5740740740740735,18.375,2.17932,972.952176875,0.0
2018-02-10,5,589393.48,87274.72,533255.73461,65480.85353000001,1188130.06814,18.72685185185185,-4.814814814814815,21.041666666666668,2.57048,968.2253408333332,0.0
2018-02-11,6,563802.76,101990.72,515232.30539,66178.36251,1145213.4279,18.84259259259259,-5.833333333333333,19.25,3.29692,970.0173055416667,11.176
2018-02-12,0,608189.44,19153.75,485272.17816999997,64830.23591,1158291.85408,16.203703703703702,5.185185185185185,48.958333333333336,4.544906666666667,970.6804735833333,12.51712
2018-02-13,1,637330.28,61036.29,465842.96888,57670.51138,1160843.7602600001,18.21759259259259,6.828703703703703,48.333333333333336,2.5891066666666664,977.7213427916666,8.04672
2018-02-14,2,623405.28,14233.04,315725.94346,74267.12211000001,1013398.34557,13.842592592592593,8.703703703703704,73.08333333333333,1.4528800000000002,979.7390668333334,0.0
2018-02-15,3,614624.54,55003.189999999995,354269.34434999997,73757.17857,1042651.06292,14.606481481481481,11.620370370370368,83.875,1.5273866666666667,978.3421809583333,0.0
2018-02-16,4,607482.13,35069.3,336588.33025,70917.32058,1014987.78083,15.069444444444443,9.583333333333334,72.79166666666667,1.73228,978.3915658125001,0.0
2018-02-17,5,570655.65,77179.59,364365.91278,61084.788530000005,996106.35131,15.995370370370372,8.981481481481483,65.91666666666667,1.00584,978.3280709999999,0.0
2018-02-18,6,544813.05,74659.19,349172.71897,60302.288960000005,954288.05793,16.99074074074074,7.75462962962963,58.416666666666664,2.4400933333333334,971.6540607083333,0.0
2018-02-19,0,610810.47,56192.68,341766.76105,69196.99381,1021774.22486,15.763888888888888,2.222222222222222,45.041666666666664,6.184053333333334,966.5744757083334,15.6464
2018-02-20,1,597019.95,108933.08,240916.82121999998,86482.32139000001,924419.09261,10.13888888888889,-10.046296296296296,24.208333333333332,2.5332266666666667,975.9858179166666,0.0
2018-02-21,2,622584.38,93152.74,244050.9606,90151.57031000001,956786.91091,10.208333333333334,-8.912037037037036,28.291666666666668,2.086186666666667,977.3827037916667,8.04672
2018-02-22,3,598076.11,107089.69,258511.87984,94409.89194,950997.88178,11.25,-8.449074074074074,25.5,2.3283333333333336,979.5979672499999,0.0
2018-02-23,4,602323.47,77517.2,244911.53532999998,95265.65926000001,942500.6645900001,10.694444444444445,-2.361111111111111,41.5,3.8929733333333334,977.9329921666667,11.176
2018-02-24,5,544850.34,104577.41,217233.02669,91994.9869,854078.35359,9.74537037037037,-6.25,35.541666666666664,2.3842133333333333,980.9243033333333,0.0
2018-02-25,6,540928.73,107765.23,228127.60242,92074.11607,861130.44849,10.856481481481481,-8.958333333333334,27.125,1.8254133333333333,980.0212660000001,0.0
2018-02-26,0,610188.79,110957.69,277537.65406,94146.12804000001,981872.5721,12.638888888888888,-8.333333333333334,25.5,1.695026666666667,975.1110005,0.0
2018-02-27,1,620020.32,104311.78,282860.42254,85008.17426,987888.9168,12.430555555555555,-1.8518518518518519,44.125,4.02336,971.5835109166666,16.54048
2018-02-28,2,611521.98,103099.78,246493.34125,82382.2581,940397.57935,10.949074074074074,3.715277777777778,64.89583333333333,2.4773466666666666,977.9400471458333,8.9408
2018-03-01,3,622577.09,118376.64,304293.6536,79331.38899,1006202.13259,13.356481481481481,1.0416666666666667,47.875,2.6636133333333336,979.4568676666667,0.0
2018-03-02,4,608891.41,120993.01,344484.59314,71125.40099000001,1024501.40413,16.041666666666668,-0.7870370370370369,37.625,1.89992,975.5625191666667,0.0
