,Día de la semana,Electricidad (kW),Fotovoltaica (kW),Refrigeración (kW),Calefacción (kWh),Energía total (kWh),Temperatura (°C),Punto de rocío (°C),Humedad (%),Velocidad del viento (m/s),Presión (hPa),Ráfaga de viento (m/s)
2015-01-29,3,580419.68,22807.47,404316.25435,95614.41375,1080350.3481,17.291666666666668,10.462962962962964,66.5,1.34112,976.592546125,0.0
2015-01-30,4,567799.95,6579.59,333565.25773,106727.66607,1008092.8738,14.236111111111112,13.101851851851853,92.83333333333333,3.24104,971.5270710833333,0.0
2015-01-31,5,504640.29,18470.36,293157.7765,103905.39234,901703.45884,13.668981481481481,11.759259259259258,88.4375,1.20142,970.327724625,0.0
2015-02-01,6,482332.14,69966.99,281568.17123,98958.35386,862858.66509,13.912037037037036,10.069444444444445,80.45833333333333,1.4156266666666666,976.5643262083332,0.0
2015-02-02,0,552026.19,86546.76,350497.74872,108005.45563000001,1010529.39435,15.717592592592593,6.3657407407407405,60.291666666666664,1.9744266666666668,977.2980440416667,0.0
2015-02-03,1,577465.28,96582.68000000001,392387.36409,98149.47790000001,1068002.12199,16.875,7.939814814814814,58.583333333333336,1.8812933333333335,976.3667867916666,0.0
2015-02-04,2,584862.58,97869.4,413730.13791,95995.40605,1094588.12396,17.75462962962963,8.564814814814815,58.0,2.12344,977.7918925833333,0.0
2015-02-05,3,592573.06,101601.23,454617.23243,97492.99886,1144683.29129,18.98148148148148,6.689814814814816,50.208333333333336,1.8812933333333335,977.8765523333333,0.0
2015-02-06,4,584755.69,101260.97,483506.85519,89354.41719000001,1157616.96238,20.13888888888889,5.231481481481482,41.333333333333336,1.73228,978.201081375,0.0
2015-02-07,5,541889.96,103862.8,431958.74891,89811.60795,1063660.3168600001,19.25925925925926,5.99537037037037,45.041666666666664,1.7136533333333333,977.947102125,0.0
2015-02-08,6,507333.69,102088.64,417812.9177,89081.86116,1014228.46886,19.65277777777778,4.62962962962963,41.0,1.9185466666666668,977.5379133333332,0.0
2015-02-09,0,568897.7,101830.97,474411.92836,87021.57203000001,1130331.20039,20.046296296296294,6.782407407407407,45.083333333333336,2.12344,976.084587625,0.0
2015-02-10,1,600676.73,101646.38,471849.23114,86157.01258000001,1158682.97372,20.37037037037037,5.416666666666667,41.833333333333336,2.62636,972.8392972083334,0.0
2015-02-11,2,593604.53,108792.62,461488.04363,98290.15198000001,1153382.72561,20.300925925925927,0.3703703703703704,32.875,2.2352000000000003,975.5625191666667,7.59968
2015-02-12,3,597178.35,106723.92,465878.87744999997,93014.87398,1156072.10143,20.48611111111111,-0.8101851851851852,24.916666666666668,3.539066666666667,980.1764755416666,10.28192
2015-02-13,4,582557.4400000001,104477.87,449943.38562,90201.39238,1122702.218,20.0,1.1342592592592593,30.625,2.40284,978.5679402916667,0.0
2015-02-14,5,549824.56,85366.79,436831.16554,87338.08871000001,1073993.81425,20.949074074074073,3.8194444444444446,34.541666666666664,1.22936,976.3103469583333,0.0
2015-02-15,6,515446.09,69027.07,433907.48344,74651.04512000001,1024004.61856,21.087962962962962,8.518518518518519,45.416666666666664,2.73812,973.8693241666666,0.0
2015-02-16,0,573572.95,108542.82,461882.05314,86265.44885,1121720.45199,19.560185185185187,8.657407407407407,51.875,2.775373333333333,972.9945067499999,0.0
2015-02-17,1,586548.4,115479.03,440510.26407,106164.96975000002,1133223.63382,19.050925925925927,-3.3333333333333335,27.75,2.73812,976.9594050416666,0.0
2015-02-18,2,591271.54,106949.53,431638.70191,110224.0031,1133134.24501,18.449074074074073,-4.212962962962963,23.625,2.62636,978.4973905,0.0
2015-02-19,3,584808.33,82228.15,433194.5172,101130.00997000001,1119132.85717,18.61111111111111,-0.648148148148148,30.083333333333332,2.06756,976.2821270416666,0.0
2015-02-20,4,572115.76,65739.64,423027.18673,98618.39150000001,1093761.3382299999,19.09722222222222,0.5092592592592592,30.375,2.06756,972.4583283333333,0.0
2015-02-21,5,542070.38,91956.25,415759.51725,92997.28972,1050827.18697,19.583333333333332,2.5925925925925926,34.291666666666664,2.29108,969.7774362499999,0.0
2015-02-22,6,502706.43,69153.87,363800.73088,94462.64472000001,960969.8056,17.98611111111111,6.273148148148149,46.666666666666664,2.68224,969.4246872916666,10.28192
2015-02-23,0,557576.84,53918.22,395423.62536,97604.36584000001,1050604.8312,17.152777777777775,8.402777777777777,56.875,3.5763200000000004,973.2625959583333,10.72896
2015-02-24,1,575256.72,116080.97,323668.27905,122471.44019000001,1021396.43924,14.351851851851853,3.310185185185185,49.333333333333336,4.0978666666666665,975.7882785,11.62304
2015-02-25,2,566612.89,119468.76,335351.61237,108720.54887000001,1010685.05124,15.046296296296296,1.6435185185185184,44.583333333333336,2.6449866666666666,977.1146145833333,0.0
2015-02-26,3,581024.95,124319.06,403992.30348,104342.06813,1089359.32161,17.685185185185187,-0.9259259259259257,32.0,2.775373333333333,970.4688242083333,0.0
2015-02-27,4,572595.89,107516.91,393526.73141,105892.41372000001,1072015.03513,17.800925925925927,-0.046296296296296315,32.416666666666664,4.060613333333333,965.5021188750001,9.83488
2015-02-28,5,531558.94,30008.16,355488.40689,90233.63019000001,977280.97708,18.26388888888889,5.99537037037037,45.166666666666664,2.775373333333333,968.380550375,9.38784
2015-03-01,6,502130.42,64300.96,380866.8327,74023.87318000001,957021.1258800001,19.60648148148148,8.194444444444445,49.083333333333336,3.8370933333333332,972.528878125,10.72896
2015-03-02,0,553226.15,17519.45,305668.83577,114453.01763,973348.0034,14.120370370370368,9.236111111111112,73.625,3.594946666666667,972.8675171250001,11.62304
2015-03-03,1,563535.4,67152.9,277975.45022,107788.58309000001,949299.43331,13.310185185185185,6.9907407407407405,68.33333333333333,2.2724533333333334,971.9362598749999,0.0
2015-03-04,2,570334.18,124489.65,325259.01815,104702.54546000001,1000295.74361,14.560185185185185,2.986111111111111,51.333333333333336,2.7008666666666667,974.51838225,8.04672
2015-03-05,3,579994.84,136308.46,370594.94182,115188.62584000001,1065778.40766,16.27314814814815,-4.050925925925926,31.5,1.6764000000000001,981.841450625,0.0
2015-03-06,4,568596.29,136660.43,417406.28216,108415.75503000001,1094418.32719,19.814814814814813,-7.222222222222222,18.5,4.712546666666666,977.947102125,14.75232
2015-03-07,5,543471.8,133497.19,452211.78028,90623.41462000001,1086306.9949,21.05324074074074,-2.4189814814814814,22.104166666666668,2.4773466666666666,974.4196125416667,0.0
2015-03-08,6,503057.6,125455.72,422795.20541,80427.47453,1006280.27994,20.949074074074073,1.25,30.166666666666668,2.2538266666666664,972.8816270833332,0.0
2015-03-09,0,532209.28,119882.27,465905.81767,89017.38554,1087132.48321,20.99537037037037,0.486111111111111,28.541666666666668,2.34696,971.0191125833334,7.59968
2015-03-10,1,556209.08,124269.1,471373.73274,81098.60712000002,1108681.41986,22.26851851851852,-3.125,21.208333333333332,2.3097066666666666,972.7687474166665,0.0
2015-03-11,2,563355.67,102833.49,500759.53385999997,78299.77907,1142414.98293,22.939814814814813,-2.7083333333333335,20.041666666666668,2.4400933333333334,976.1551374166667,0.0
2015-03-12,3,573358.63,67130.33,566736.66019,63361.95020000001,1203457.24039,24.51388888888889,0.39351851851851843,21.083333333333332,3.539066666666667,974.1233034166667,11.62304
2015-03-13,4,567053.44,134527.24,550530.11317,77575.89370000002,1195159.44687,23.796296296296294,2.384259259259259,27.416666666666668,2.8685066666666668,974.6312619166666,13.85824
2015-03-14,5,538791.29,111651.53,537047.86952,65803.23163000001,1141642.39115,24.97685185185185,1.0648148148148147,22.458333333333332,2.6077333333333335,977.777782625,9.83488
2015-03-15,6,525136.8,114425.5,545674.68365,73168.10586000001,1143979.58951,24.641203703703706,-2.175925925925926,18.9375,3.85572,977.1287245416667,10.28192
2015-03-16,0,614591.1,115231.09,665377.43164,70507.02118000001,1350475.5528199999,25.37037037037037,-1.087962962962963,18.041666666666668,2.998893333333333,973.8128843333334,7.59968
2015-03-17,1,642375.6,100803.19,636360.98586,64255.816750000005,1342992.40261,25.64814814814815,3.1712962962962963,25.291666666666668,3.2782933333333335,971.8092702499999,8.9408
2015-03-18,2,630986.16,48516.49,587884.80323,75363.20765000001,1294234.17088,22.24537037037037,8.055555555555555,43.791666666666664,3.8370933333333332,973.248486,11.62304
2015-03-19,3,615031.36,71033.36,483730.39571,79433.96384000001,1178195.71955,17.87037037037037,11.36574074074074,67.125,2.84988,974.476052375,0.0
2015-03-20,4,611754.47,123392.06,540970.76649,70427.89201000001,1223153.1285,21.203703703703706,9.421296296296296,50.166666666666664,2.34696,976.507886375,0.0
2015-03-21,5,587542.6,110386.07,538470.24983,71541.56181000001,1197554.41164,23.078703703703706,6.296296296296297,36.875,2.9057600000000003,976.0563677083333,0.0
2015-03-22,6,544557.61,121498.92,528421.05539,70893.87490000001,1143872.54029,23.61111111111111,3.3333333333333335,31.208333333333332,2.7194933333333338,976.7900855416666,0.0
2015-03-23,0,613040.88,122396.58,594240.16291,73642.88088000001,1280923.92379,23.61111111111111,1.0185185185185184,25.541666666666668,2.8126266666666666,974.85702125,7.59968
2015-03-24,1,635118.51,124034.79,583365.7747600001,75750.06137000001,1294234.34613,22.89351851851852,-1.9907407407407407,21.416666666666668,2.2538266666666664,973.036836625,0.0
2015-03-25,2,634152.38,124795.97,603524.55053,70213.95018,1307890.88071,23.842592592592595,-0.5324074074074073,21.375,2.775373333333333,973.33314575,8.04672
2015-03-26,3,649870.67,121496.48,653207.27518,68795.48654,1371873.43172,25.578703703703706,-5.5092592592592595,14.458333333333334,2.9430133333333335,976.5219963333334,8.9408
2015-03-27,4,641592.76,117135.58,655361.33217,70808.88431000001,1367762.97648,26.07638888888889,-4.618055555555555,15.208333333333334,2.3003933333333335,976.3950067083333,0.0
2015-03-28,5,608499.8,119855.05,624397.10145,67160.15036,1300057.05181,26.34259259259259,-4.328703703703703,15.5,2.5146,975.322649875,0.0
2015-03-29,6,571553.81,104540.07,620498.99933,66700.02889,1258752.83822,27.24537037037037,-4.166666666666667,14.583333333333334,2.477346666666667,974.4196125416667,0.0
2015-03-30,0,650972.83,114152.44,754364.17877,62526.697850000004,1467863.70662,28.21759259259259,-2.569444444444444,14.083333333333334,2.4400933333333334,973.544795125,9.38784
2015-03-31,1,687004.69,109126.40000000001,750111.56305,60891.361670000006,1498007.61472,27.73148148148148,0.8333333333333334,18.375,2.9802666666666666,971.4000814583333,9.83488
2015-04-01,2,677722.68,122837.62000000001,707359.47377,61811.60461000001,1446893.75838,26.78240740740741,1.3310185185185184,21.25,3.3621133333333333,969.5728418541667,11.176
2015-04-02,3,651670.14,121925.01000000001,639362.78053,70890.94419000001,1361923.86472,24.259259259259256,-3.5416666666666665,16.708333333333332,4.060613333333333,970.9485627916666,9.83488
2015-04-03,4,623456.08,140697.96,609229.12453,76866.66188,1309551.86641,23.65740740740741,-9.305555555555555,11.541666666666666,2.40284,974.814691375,8.04672
2015-04-04,5,578859.24,133079.01,568368.61853,71081.44034,1218309.29887,24.51388888888889,-6.527777777777779,14.208333333333334,2.3655866666666667,971.5270710833333,7.59968
2015-04-05,6,544559.23,134514.87,556197.93452,64027.22137000001,1164784.38589,25.0,-6.435185185185186,13.583333333333334,3.3155466666666666,968.0136914583333,9.38784
2015-04-06,0,637997.75,141981.28,611972.17351,77021.98951000001,1326991.91302,23.333333333333332,-8.587962962962964,12.625,3.3155466666666666,969.6363366666666,9.38784
2015-04-07,1,661634.29,142578.83000000002,588981.57968,80292.66187000001,1330908.53155,22.26851851851852,-7.731481481481482,13.916666666666666,4.0792399999999995,971.1602121666666,9.38784
2015-04-08,2,643305.33,150914.96,533425.60571,81532.35220000001,1258263.28791,21.041666666666668,-4.467592592592593,19.25,4.451773333333333,971.766940375,10.28192
2015-04-09,3,646441.45,147593.94,550493.3253499999,88035.59769000001,1284970.37304,20.99537037037037,-8.773148148148147,14.333333333333334,2.3469599999999997,972.0068096666668,9.38784
2015-04-10,4,617527.48,140971.91999999998,572823.03971,80201.80986000001,1270552.32957,22.800925925925924,-7.037037037037037,14.791666666666666,2.477346666666667,971.6822806250001,0.0
2015-04-11,5,574983.91,120488.86,543694.75333,80389.37530000001,1199068.03863,23.240740740740744,-4.027777777777778,16.916666666666668,1.8812933333333335,970.3841644583334,0.0
2015-04-12,6,551830.54,131772.67,538910.33204,68950.81417,1159691.68621,24.166666666666668,1.25,22.5,3.539066666666667,970.7510233749999,11.176
2015-04-13,0,634950.74,142155.25,686210.3108,65011.93993000001,1386172.99073,24.884259259259256,5.115740740740741,31.125,2.7008666666666667,974.1938532083333,0.0
2015-04-14,1,669992.69,136011.59,737120.2926,54156.590090000005,1461269.57269,26.805555555555557,1.0648148148148147,21.208333333333332,4.0978666666666665,972.31722875,10.72896
2015-04-15,2,643548.91,148841.33000000002,642030.4602,84463.06220000001,1370042.4324,23.88888888888889,-12.245370370370368,10.083333333333334,5.4389866666666675,969.8056561666666,13.4112
2015-04-16,3,601615.67,154183.3,497094.50333,103709.03477000001,1202419.2081,19.166666666666668,-14.050925925925926,9.833333333333334,4.060613333333333,973.5589050833333,11.176
2015-04-17,4,589310.1799999999,153741.48,500510.63577,94585.73454,1184406.55031,20.60185185185185,-6.25,17.0,2.775373333333333,974.51838225,9.83488
2015-04-18,5,573198.84,151190.01,540070.1683,71181.08448,1184450.09278,24.14351851851852,-6.3657407407407405,14.416666666666666,3.539066666666667,971.7810503333334,11.62304
2015-04-19,6,559519.63,141833.81,579391.45925,65258.11957,1204169.20882,26.041666666666668,-5.046296296296297,13.75,2.5891066666666664,970.0173055416667,9.38784
2015-04-20,0,638484.87,144763.46,706899.83704,56342.899750000004,1401727.60679,26.435185185185187,-4.5717592592592595,14.1875,2.8126266666666666,967.7526572291666,0.0
2015-04-21,1,658700.76,143754.55,694245.10832,56574.42584,1409520.29416,25.972222222222225,-5.717592592592593,13.375,4.004733333333333,968.3100005833334,8.04672
2015-04-22,2,640106.11,146787.4,650641.65885,62623.41128,1353371.18013,24.490740740740737,-2.615740740740741,17.916666666666668,3.613573333333333,968.6063097083334,11.176
2015-04-23,3,632285.9,144805.2,622128.56611,61755.921120000006,1316170.38723,22.962962962962962,-0.27777777777777773,22.041666666666668,2.8871333333333333,968.465210125,9.83488
2015-04-24,4,606524.66,106842.04,536545.81777,61820.396740000004,1204890.87451,20.74074074074074,7.662037037037037,43.916666666666664,2.8685066666666668,970.8639030416666,11.62304
2015-04-25,5,571290.54,118916.51,541833.38108,70571.49680000001,1183695.41788,21.64351851851852,5.347222222222222,35.375,4.693919999999999,969.3400275416666,19.22272
2015-04-26,6,519532.165,90989.935,439835.123165,72558.51818000001,1031925.806345,17.291666666666668,9.074074074074074,61.25,3.40868,968.6627495416666,11.62304
2015-04-27,0,599187.25,158117.63999999998,545308.31776,68854.10074000001,1213349.6685,22.037037037037035,5.972222222222222,41.666666666666664,1.2479866666666668,971.0473324999999,0.0
2015-04-28,1,660162.88,146427.31,696480.58386,44444.217150000004,1401087.68101,26.967592592592595,4.6759259259259265,26.375,3.46456,973.248486,8.9408
2015-04-29,2,675812.09,146352.38,756838.14208,46460.54563,1479110.77771,28.425925925925924,1.4351851851851851,19.875,2.421466666666667,971.7528304166667,8.04672
2015-04-30,3,679466.57,133253.36,790602.88956,45426.005000000005,1515495.46456,29.722222222222225,-2.060185185185185,14.458333333333334,2.3097066666666666,968.846179,0.0
2015-05-01,4,652358.69,125922.71,786365.18592,43069.71416,1481793.59008,30.324074074074076,-2.2453703703703707,14.291666666666666,2.998893333333333,968.9026188333333,0.0
2015-05-02,5,619642.855,175959.455,769249.758175,45348.341185,1434240.9543599999,30.462962962962962,0.7870370370370371,15.666666666666666,3.2596666666666665,968.1406810833333,11.62304
2015-05-03,6,610292.86,140917.45,740201.50113,41408.00159000001,1391902.3627199999,29.791666666666668,5.138888888888888,21.708333333333332,3.147906666666667,968.4934300416667,9.83488
2015-05-04,0,648610.62,120085.53,720981.3423199999,41255.60467,1410847.56699,23.49537037037037,11.574074074074074,50.166666666666664,4.842933333333334,969.7351063749999,13.85824
2015-05-05,1,655492.78,132995.12,674015.1133,43225.04179,1372732.93509,24.212962962962962,10.162037037037036,43.25,3.0361466666666668,970.2853947499999,7.59968
2015-05-06,2,646997.55,139005.86000000002,693457.37066,41366.97165,1381821.89231,26.27314814814815,3.75,25.5,3.445933333333333,967.152984,12.96416
2015-05-07,3,629884.7,138400.56,624356.44493,46721.378820000005,1300962.52375,24.00462962962963,4.050925925925926,28.541666666666668,4.24688,967.40696325,12.51712
2015-05-08,4,581197.11,116479.62,486611.10007,71204.53016000001,1139012.74023,19.814814814814813,1.3888888888888886,30.5,5.0664533333333335,970.412384375,11.176
2015-05-09,5,532519.92,163678.05,435301.37605,61761.78254,1029583.07859,19.51388888888889,2.1296296296296293,34.583333333333336,2.3842133333333333,973.587125,7.15264
2015-05-10,6,495565.98,142666.3,482246.67892,50560.60892,1028373.26784,24.00462962962963,1.0185185185185184,24.291666666666668,2.4121533333333334,972.0279746041666,9.83488
2015-05-11,0,513392.69,114498.91,657895.96373,39923.596975,1211212.250705,28.009259259259256,-0.39351851851851855,18.458333333333332,2.7194933333333338,969.43879725,9.83488
2015-05-12,1,562329.31,89576.23,688304.05124,42140.679090000005,1292774.04033,27.569444444444443,-2.0833333333333335,15.166666666666666,4.97332,969.2130379166666,12.96416
2015-05-13,2,570926.78,121518.69,681590.20375,45232.578140000005,1297749.56189,27.01388888888889,5.231481481481482,25.75,4.377266666666666,970.5252640416667,9.38784
2015-05-14,3,555417.3,102276.27,640624.5394499999,40432.07516,1236473.91461,25.694444444444443,6.041666666666667,29.541666666666668,5.47624,968.0560213333333,16.98752
2015-05-15,4,479850.70999999996,85052.46,469147.36623,50543.02466,999541.10089,19.35185185185185,8.518518518518519,52.375,4.880186666666667,969.2412578333333,11.176
2015-05-16,5,410483.87,115072.33,398066.29916,44036.84846,852587.01762,18.51851851851852,7.962962962962963,53.958333333333336,1.6764000000000001,972.7828573749999,0.0
2015-05-17,6,411095.41,154776.69,494845.90938,40089.18209,946030.50147,23.912037037037038,5.185185185185185,33.791666666666664,2.3655866666666667,973.3895855833333,0.0
2015-05-18,0,472049.73,134028.85,620667.53397,39919.20091000001,1132636.46488,25.85648148148148,1.736111111111111,24.916666666666668,3.85572,971.2872017916667,11.176
2015-05-19,1,474266.04,138552.98,605404.00016,38808.461820000004,1118478.50198,25.115740740740737,0.9953703703703703,22.083333333333332,2.0303066666666667,972.0914694166667,9.38784
2015-05-20,2,475565.07,117650.66,649441.62328,38547.62863000001,1163554.32191,26.89814814814815,1.2731481481481481,21.333333333333332,3.4831866666666667,970.4406042916667,8.04672
2015-05-21,3,475450.4,134007.49,652574.25035,45411.35145,1173436.0018,26.875,0.9722222222222222,19.541666666666668,4.153746666666667,968.8602889583334,11.62304
2015-05-22,4,459958.67,150503.505,554321.50951,49980.32834000001,1064260.50785,23.240740740740744,2.8703703703703702,26.979166666666668,4.516966666666667,971.0826073958333,12.51712
2015-05-23,5,411761.67,154192.08000000002,495335.19442,47357.34289000001,954454.20731,23.194444444444443,3.0787037037037037,28.0,2.4773466666666666,973.0086167083333,7.59968
2015-05-24,6,407579.39,137641.06,509689.40788,39426.84163,956695.63951,24.62962962962963,4.12037037037037,27.416666666666668,2.40284,970.7369134166667,0.0
2015-05-25,0,419712.75,151708.47,559984.7939299999,35127.490060000004,1014825.03399,26.689814814814813,4.976851851851852,26.166666666666668,2.6449866666666666,970.835683125,8.04672
2015-05-26,1,479598.88,126078.25,730555.35489,34614.61581,1244768.8507,29.08564814814815,3.5185185185185186,20.5625,2.8405666666666662,971.4706312499999,9.38784
2015-05-27,2,483119.56,114919.58,755173.0184299999,35332.639760000005,1273625.21819,29.60648148148148,1.7592592592592593,18.041666666666668,2.998893333333333,970.8497930833333,9.38784
2015-05-28,3,480211.4,139649.32,771860.30418,35690.18638,1287761.89056,30.092592592592595,1.0185185185185184,17.083333333333332,2.8871333333333333,971.089662375,0.0
2015-05-29,4,483101.4,140490.13999999998,834809.92657,35795.691940000004,1353707.01851,31.85185185185185,-1.5046296296296298,13.333333333333334,2.5891066666666664,970.666363625,7.15264
2015-05-30,5,440558.59,133447.22,804108.83779,34626.338650000005,1279293.76644,32.98611111111111,-0.3703703703703703,13.291666666666666,2.4400933333333334,970.4970441249999,0.0
2015-05-31,6,440046.11,146814.92,837682.68251,32507.435320000004,1310236.22783,34.3287037037037,1.2731481481481481,13.375,2.7194933333333338,969.3823574166667,0.0
2015-06-01,0,500177.97000000003,149528.31,958545.75914,34254.13848,1492977.86762,33.91203703703704,-2.1064814814814814,10.833333333333334,3.9488533333333335,970.1866250416666,9.83488
2015-06-02,1,500193.98,149724.99,929887.34396,37035.38227,1467116.70623,33.101851851851855,-1.8287037037037035,12.125,3.8743466666666664,969.60811675,10.28192
2015-06-03,2,497074.49,146295.01,881100.50472,38421.608100000005,1416596.60282,31.990740740740744,-6.296296296296297,9.458333333333334,3.74396,967.5762827499999,10.28192
2015-06-04,3,488005.37,94483.70999999999,805109.42429,40733.938290000006,1333848.73258,29.537037037037038,-0.6944444444444443,16.583333333333332,4.041986666666667,967.4634030833332,14.75232
2015-06-05,4,557487.74,78746.79,901166.46686,33955.206060000004,1492609.41292,26.597222222222225,16.203703703703702,54.583333333333336,4.991946666666666,968.2535607499999,12.51712
2015-06-06,5,583874.76,131942.75,763390.1724,35174.381420000005,1382439.31382,29.166666666666668,8.587962962962962,39.125,3.445933333333333,968.0560213333333,9.38784
2015-06-07,6,547972.13,156776.97,733360.2679,34966.30101,1316298.69891,31.296296296296294,1.712962962962963,18.458333333333332,2.6636133333333336,969.2553677916667,8.9408
2015-06-08,0,640664.99,104222.36,930899.22003,32369.691950000004,1603933.90198,33.65740740740741,3.657407407407407,16.666666666666668,2.421466666666667,969.2130379166666,0.0
2015-06-09,1,701742.68,52929.36,1024040.84545,32258.32497,1758041.85042,30.833333333333332,14.236111111111112,37.791666666666664,2.8685066666666668,969.5940067916666,11.62304
2015-06-10,2,727746.07,110622.95999999999,1109784.46137,32738.961410000004,1870269.49278,30.25462962962963,17.569444444444443,47.458333333333336,3.74396,967.9713615833333,8.04672
2015-06-11,3,666423.03,122703.57,965509.63016,33269.41992,1665202.08008,32.53472222222222,9.537037037037036,26.083333333333332,2.6915533333333332,966.2005618124999,8.9408
2015-06-12,4,627100.15,144318.27,914497.90155,33178.567910000005,1574776.61946,33.44907407407407,4.236111111111112,17.0,2.3469599999999997,965.1493699166667,8.04672
2015-06-13,5,596315.43,138955.21,870823.86589,32337.45414,1499476.75003,34.51388888888889,3.657407407407407,14.916666666666666,3.40868,964.3168823750001,8.9408
2015-06-14,6,588373.33,142255.13,920095.45324,31050.872450000003,1539519.65569,35.69444444444445,5.9259259259259265,16.625,2.924386666666667,964.6555213749999,0.0
2015-06-15,0,681258.22,131611.98,1120685.64906,31214.992210000004,1833158.86127,37.31481481481482,5.555555555555556,14.791666666666666,3.371426666666667,966.2781665833332,8.9408
2015-06-16,1,717875.75,140791.74,1121796.17698,31390.83481,1871062.76179,37.42724867724868,4.781746031746032,14.303571428571429,3.038807619047619,968.332173375,10.72896
2015-06-17,2,736084.34,140586.895,1161126.85832,31795.272790000003,1929006.47111,38.5218253968254,5.102513227513227,14.238095238095239,3.6667923809523812,968.1749481249999,10.72896
2015-06-18,3,753988.249,130763.865,1165604.699203,31487.255169000004,1951080.203372,39.004629629629626,3.0555555555555554,11.708333333333334,3.4273066666666665,967.9431416666666,9.83488
2015-06-19,4,747314.526,162889.93,1193676.608912,33789.914016,1974781.048928,38.19444444444444,-2.2685185185185186,10.0,3.0361466666666668,967.0401043333333,12.51712
2015-06-20,5,661497.49,135101.51,977942.26033,34022.61239,1673462.3627199999,36.31944444444444,-2.5925925925925926,9.291666666666666,2.8871333333333333,967.2940835833333,0.0
2015-06-21,6,660053.78,128636.48,1037153.41723,30414.908380000004,1727622.10561,36.62037037037037,9.699074074074074,20.25,2.9616399999999996,969.565786875,0.0
2015-06-22,0,718581.16,128096.15,1203134.85591,30790.039260000005,1952506.05517,36.666666666666664,6.5509259259259265,17.25,3.0734,970.11607525,0.0
2015-06-23,1,733734.47,126143.48,1140135.39763,32706.723600000005,1906576.59123,37.361111111111114,5.671296296296297,15.5,3.2224133333333334,968.9731686250001,11.62304
2015-06-24,2,754229.7,124655.5,1155879.635,31349.804870000004,1941459.13987,38.1712962962963,3.5879629629629632,12.833333333333334,2.8685066666666668,968.2112308750001,8.04672
2015-06-25,3,773107.46,125883.64,1201192.13545,31329.289900000003,2005628.8853499999,37.916666666666664,9.629629629629628,18.916666666666668,4.0792399999999995,969.481127125,10.28192
2015-06-26,4,775785.72,128460.89,1229720.06993,31428.934040000004,2036934.72397,37.06018518518518,12.546296296296298,23.833333333333332,4.507653333333333,970.2007349999999,9.38784
2015-06-27,5,733862.72,117312.83,1130218.86443,31030.357480000002,1895111.94191,36.13425925925926,14.25925925925926,28.0,3.68808,971.4706312499999,12.96416
2015-06-28,6,691740.3,127677.85,1132855.5945,31009.842510000002,1855605.73701,36.9212962962963,13.425925925925926,25.666666666666668,3.3528000000000002,970.6522536666666,0.0
2015-06-29,0,796225.0,122226.69,1369770.80829,31291.190670000004,2197286.99896,36.96759259259259,15.347222222222223,28.833333333333332,3.2596666666666665,969.8479860416666,9.83488
2015-06-30,1,823328.67,121843.59,1350127.58955,31754.242850000002,2205210.5024,35.717592592592595,17.24537037037037,35.791666666666664,4.768426666666667,969.1848180000001,11.176
2015-07-01,2,770972.02,122342.56,1321355.57527,32135.235150000004,2124462.83042,34.699074074074076,16.38888888888889,35.0,4.991946666666666,970.6099237916666,12.51712
2015-07-02,3,764958.46,133785.48,1235953.1083499999,32862.051230000005,2033773.61958,36.11111111111111,13.379629629629628,26.208333333333332,4.712546666666667,970.0314155,11.176
2015-07-03,4,666880.67,70921.53,1066554.869,31549.093150000004,1764984.63215,33.726851851851855,16.064814814814813,36.0,3.3155466666666666,968.9167287916666,11.62304
2015-07-04,5,716544.09,115590.11,1127194.24443,31443.587590000003,1875181.92202,35.416666666666664,15.092592592592593,31.5,3.9302266666666665,967.8584819166666,12.96416
2015-07-05,6,670444.74,99650.27,1091068.88655,31431.864750000004,1792945.4912999999,33.51851851851852,15.578703703703704,35.291666666666664,4.91744,971.0614424583333,16.54048
2015-07-06,0,737538.9,125100.84,1281772.68986,32173.33438,2051484.92424,33.51851851851852,16.34259259259259,38.875,3.18516,971.9644797916667,8.9408
2015-07-07,1,742702.47,121617.87,1212990.05263,32721.37715,1988413.89978,36.2037037037037,12.731481481481481,26.708333333333332,3.12928,969.0437184166667,9.83488
2015-07-08,2,700003.4299999999,131189.79,1099158.76029,31874.401960000003,1831036.59225,36.48148148148148,6.273148148148148,16.291666666666668,4.86156,966.3910462499999,11.62304
2015-07-09,3,668153.49,108004.59,1004590.46382,32797.57561,1705541.52943,33.58796296296296,2.986111111111111,15.0,4.80568,967.6609425,12.96416
2015-07-10,4,657966.5,135128.94,994275.9117299999,32463.474670000003,1684705.8864,33.0787037037037,8.101851851851853,21.75,5.25272,969.1565980833333,11.62304
2015-07-11,5,631843.83,120087.47,963008.26942,32574.841650000002,1627426.94107,34.629629629629626,9.86111111111111,23.416666666666668,3.96748,971.2448719166667,11.176
2015-07-12,6,669669.43,112271.72,909487.09097,32331.59272,1611488.11369,35.43981481481482,4.166666666666667,14.375,2.6449866666666666,972.359558625,9.38784
2015-07-13,0,814046.67,115173.76,1227724.94617,30766.59358,2072538.2097500002,36.55092592592593,12.61574074074074,25.291666666666668,3.8743466666666664,969.7915462083333,11.176
2015-07-14,1,854495.29,125542.39,1207773.60306,31417.2112,2093686.10426,36.2962962962963,12.870370370370372,25.541666666666668,3.5576933333333334,968.0560213333333,9.83488
